"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00017909","E00017909","Total",119,0,37,46,25,7,4
"2011","E00017917","E00017917","Total",135,1,22,29,51,20,12
"2011","E00174982","E00174982","Total",111,0,41,29,24,7,10
"2011","E00174983","E00174983","Total",111,1,7,73,17,6,7
"2011","E00174984","E00174984","Total",135,3,60,45,24,2,1
"2011","E00017901","E00017901","Total",141,1,12,80,32,13,3
"2011","E00017915","E00017915","Total",128,0,9,71,36,10,2
"2011","E00017921","E00017921","Total",134,1,31,35,43,18,6
"2011","E00017923","E00017923","Total",146,2,33,53,37,17,4
"2011","E00017930","E00017930","Total",115,0,23,48,32,10,2
"2011","E00017910","E00017910","Total",119,0,12,50,51,4,2
"2011","E00017913","E00017913","Total",114,0,6,29,64,13,2
"2011","E00017914","E00017914","Total",99,1,7,39,40,8,4
"2011","E00017920","E00017920","Total",111,0,1,52,49,7,2
"2011","E00017926","E00017926","Total",145,0,33,65,34,10,3
"2011","E00017899","E00017899","Total",121,3,28,26,58,6,0
"2011","E00017903","E00017903","Total",190,0,35,42,92,12,9
"2011","E00017904","E00017904","Total",93,0,15,20,40,14,4
"2011","E00017905","E00017905","Total",103,0,33,25,28,15,2
"2011","E00017911","E00017911","Total",124,0,16,42,52,10,4
"2011","E00018053","E00018053","Total",143,0,51,70,18,3,1
"2011","E00018054","E00018054","Total",150,0,62,53,27,5,3
"2011","E00018055","E00018055","Total",96,0,43,49,4,0,0
"2011","E00018057","E00018057","Total",150,0,36,42,68,2,2
"2011","E00018067","E00018067","Total",171,0,61,45,52,11,2
"2011","E00018062","E00018062","Total",122,0,18,20,73,9,2
"2011","E00018064","E00018064","Total",125,0,16,13,75,10,11
"2011","E00018071","E00018071","Total",121,1,18,39,45,15,3
"2011","E00018072","E00018072","Total",118,0,13,21,56,18,10
"2011","E00018068","E00018068","Total",123,1,15,37,59,7,4
"2011","E00018070","E00018070","Total",123,1,20,19,71,10,2
"2011","E00018073","E00018073","Total",134,1,45,29,46,11,2
"2011","E00018074","E00018074","Total",119,1,2,16,83,14,3
"2011","E00018076","E00018076","Total",121,0,15,27,50,25,4
"2011","E00018078","E00018078","Total",151,0,48,49,41,12,1
"2011","E00018079","E00018079","Total",131,0,12,27,67,19,6
"2011","E00018082","E00018082","Total",136,0,19,29,75,10,3
"2011","E00018058","E00018058","Total",150,0,22,70,42,9,7
"2011","E00018061","E00018061","Total",106,0,11,56,30,5,4
"2011","E00018063","E00018063","Total",195,1,76,51,53,13,1
"2011","E00018066","E00018066","Total",150,1,47,40,43,17,2
"2011","E00018089","E00018089","Total",94,0,10,24,38,17,5
"2011","E00018094","E00018094","Total",137,0,35,29,47,16,10
"2011","E00018097","E00018097","Total",158,0,14,34,72,36,2
"2011","E00018098","E00018098","Total",131,1,16,27,21,48,18
"2011","E00018101","E00018101","Total",118,0,21,46,10,24,17
"2011","E00018106","E00018106","Total",161,0,48,38,25,36,14
"2011","E00018107","E00018107","Total",101,0,14,34,43,9,1
"2011","E00018108","E00018108","Total",121,0,21,30,43,22,5
"2011","E00018109","E00018109","Total",126,1,15,21,66,19,4
"2011","E00018083","E00018083","Total",136,2,21,82,22,7,2
"2011","E00018084","E00018084","Total",143,1,65,41,26,10,0
"2011","E00018088","E00018088","Total",140,0,50,49,22,13,6
"2011","E00018092","E00018092","Total",153,0,45,30,55,19,4
"2011","E00018069","E00018069","Total",103,2,27,12,48,9,5
"2011","E00018075","E00018075","Total",131,1,10,40,61,13,6
"2011","E00018077","E00018077","Total",149,1,16,28,78,20,6
"2011","E00018081","E00018081","Total",116,1,22,22,47,19,5
"2011","E00018093","E00018093","Total",119,0,10,19,45,38,7
"2011","E00018100","E00018100","Total",125,2,15,24,35,32,17
"2011","E00175019","E00175019","Total",83,0,11,13,39,16,4
"2011","E00175061","E00175061","Total",80,0,9,11,41,15,4
"2011","E00018102","E00018102","Total",162,0,11,62,77,11,1
"2011","E00018104","E00018104","Total",130,1,41,59,25,4,0
"2011","E00018105","E00018105","Total",153,1,44,72,30,4,2
"2011","E00018112","E00018112","Total",100,0,11,11,63,12,3
"2011","E00175056","E00175056","Total",177,0,39,102,28,5,3
"2011","E00175083","E00175083","Total",101,1,25,50,19,3,3
"2011","E00018090","E00018090","Total",122,1,27,49,30,13,2
"2011","E00018091","E00018091","Total",143,0,38,39,54,10,2
"2011","E00018095","E00018095","Total",120,0,18,7,59,33,3
"2011","E00018096","E00018096","Total",158,0,49,68,38,2,1
"2011","E00018099","E00018099","Total",128,3,68,28,25,2,2
"2011","E00017833","E00017833","Total",133,0,15,13,76,23,6
"2011","E00017835","E00017835","Total",147,1,23,83,36,1,3
"2011","E00017857","E00017857","Total",151,0,77,59,12,1,2
"2011","E00018045","E00018045","Total",148,1,12,45,70,15,5
"2011","E00018047","E00018047","Total",154,0,24,50,49,23,8
"2011","E00018051","E00018051","Total",75,0,5,30,32,7,1
"2011","E00018052","E00018052","Total",114,0,2,36,60,10,6
"2011","E00018046","E00018046","Total",144,0,23,89,22,10,0
"2011","E00018056","E00018056","Total",137,1,47,44,44,1,0
"2011","E00018059","E00018059","Total",122,0,10,79,28,4,1
"2011","E00018060","E00018060","Total",173,1,42,43,73,10,4
"2011","E00018065","E00018065","Total",97,0,46,46,4,0,1
"2011","E00018044","E00018044","Total",153,1,37,68,42,3,2
"2011","E00018048","E00018048","Total",105,0,29,37,32,7,0
"2011","E00018049","E00018049","Total",140,0,29,37,62,7,5
"2011","E00018050","E00018050","Total",99,0,5,26,59,5,4
"2011","E00018080","E00018080","Total",118,0,25,62,27,3,1
"2011","E00017900","E00017900","Total",138,1,43,50,27,9,8
"2011","E00017925","E00017925","Total",128,0,42,41,33,10,2
"2011","E00017931","E00017931","Total",133,1,28,58,39,4,3
"2011","E00017932","E00017932","Total",111,0,43,21,39,6,2
"2011","E00017935","E00017935","Total",134,0,13,36,64,13,8
"2011","E00017918","E00017918","Total",130,0,24,53,39,10,4
"2011","E00017924","E00017924","Total",154,7,97,23,22,3,2
"2011","E00017927","E00017927","Total",150,2,22,48,56,14,8
"2011","E00017928","E00017928","Total",107,0,24,46,31,6,0
"2011","E00017934","E00017934","Total",157,1,23,46,63,17,7
"2011","E00017937","E00017937","Total",154,0,28,68,40,16,2
"2011","E00017898","E00017898","Total",133,2,22,46,49,9,5
"2011","E00017933","E00017933","Total",140,0,33,54,48,3,2
"2011","E00017936","E00017936","Total",112,0,13,27,40,21,11
"2011","E00017938","E00017938","Total",117,0,52,35,21,7,2
"2011","E00174986","E00174986","Total",155,3,56,93,3,0,0
"2011","E00175027","E00175027","Total",133,4,42,44,34,7,2
"2011","E00017940","E00017940","Total",155,1,45,44,38,12,15
"2011","E00017948","E00017948","Total",75,0,26,21,15,4,9
"2011","E00017953","E00017953","Total",140,2,43,48,30,12,5
"2011","E00017954","E00017954","Total",130,2,51,23,20,12,22
"2011","E00017955","E00017955","Total",151,1,48,69,18,7,8
"2011","E00017906","E00017906","Total",125,0,17,32,55,13,8
"2011","E00017912","E00017912","Total",149,0,20,26,73,23,7
"2011","E00017916","E00017916","Total",140,0,10,36,66,23,5
"2011","E00017919","E00017919","Total",115,1,22,17,50,20,5
"2011","E00017922","E00017922","Total",170,0,44,43,44,26,13
"2011","E00017946","E00017946","Total",116,1,23,24,10,36,22
"2011","E00017950","E00017950","Total",154,1,30,40,11,44,28
"2011","E00017979","E00017979","Total",113,0,14,20,19,42,18
"2011","E00017980","E00017980","Total",117,1,22,27,12,33,22
"2011","E00017984","E00017984","Total",118,3,28,32,42,9,4
"2011","E00017987","E00017987","Total",108,1,5,9,72,19,2
"2011","E00017990","E00017990","Total",144,1,19,31,85,6,2
"2011","E00018010","E00018010","Total",111,0,4,11,75,14,7
"2011","E00017981","E00017981","Total",134,1,39,65,19,8,2
"2011","E00017986","E00017986","Total",129,0,16,23,67,19,4
"2011","E00018011","E00018011","Total",160,2,37,27,65,24,5
"2011","E00018012","E00018012","Total",117,0,23,42,42,8,2
"2011","E00017939","E00017939","Total",86,2,35,17,11,9,12
"2011","E00017947","E00017947","Total",152,0,46,38,46,10,12
"2011","E00017949","E00017949","Total",80,0,37,11,9,21,2
"2011","E00017952","E00017952","Total",127,2,21,82,20,1,1
"2011","E00174979","E00174979","Total",113,2,27,49,14,12,9
"2011","E00174981","E00174981","Total",71,0,11,20,16,18,6
"2011","E00017957","E00017957","Total",117,0,44,37,19,9,8
"2011","E00017962","E00017962","Total",102,1,32,25,23,14,7
"2011","E00017967","E00017967","Total",136,0,68,41,18,5,4
"2011","E00017973","E00017973","Total",136,2,11,20,75,24,4
"2011","E00018013","E00018013","Total",168,2,64,40,38,7,17
"2011","E00018017","E00018017","Total",164,3,32,47,62,15,5
"2011","E00018042","E00018042","Total",110,0,28,18,45,15,4
"2011","E00018043","E00018043","Total",143,0,10,17,68,30,18
"2011","E00018014","E00018014","Total",146,1,19,27,62,29,8
"2011","E00018018","E00018018","Total",141,0,18,19,81,20,3
"2011","E00018019","E00018019","Total",154,0,43,22,64,13,12
"2011","E00018021","E00018021","Total",145,1,30,27,57,17,13
"2011","E00018020","E00018020","Total",111,2,13,17,48,23,8
"2011","E00018022","E00018022","Total",129,0,17,41,40,17,14
"2011","E00018024","E00018024","Total",99,1,25,11,38,11,13
"2011","E00018025","E00018025","Total",107,0,13,19,45,21,9
"2011","E00017941","E00017941","Total",168,2,70,75,16,1,4
"2011","E00017943","E00017943","Total",107,0,29,44,17,10,7
"2011","E00017965","E00017965","Total",118,0,16,40,47,11,4
"2011","E00017970","E00017970","Total",80,0,10,18,48,0,4
"2011","E00017974","E00017974","Total",113,1,25,26,46,9,6
"2011","E00017942","E00017942","Total",176,3,37,64,43,14,15
"2011","E00017958","E00017958","Total",118,0,16,44,51,5,2
"2011","E00017961","E00017961","Total",148,0,48,59,38,1,2
"2011","E00017963","E00017963","Total",147,0,43,68,34,2,0
"2011","E00017968","E00017968","Total",144,1,82,34,26,0,1
"2011","E00017945","E00017945","Total",146,2,26,30,50,26,12
"2011","E00017972","E00017972","Total",125,0,22,12,63,22,6
"2011","E00017975","E00017975","Total",113,1,19,12,60,12,9
"2011","E00017977","E00017977","Total",127,0,16,65,39,3,4
"2011","E00017978","E00017978","Total",112,1,35,22,45,5,4
"2011","E00017956","E00017956","Total",140,0,35,51,42,8,4
"2011","E00017959","E00017959","Total",230,2,42,106,70,8,2
"2011","E00017960","E00017960","Total",122,0,14,43,52,9,4
"2011","E00017966","E00017966","Total",123,0,40,38,26,16,3
"2011","E00175040","E00175040","Total",103,0,32,66,4,1,0
"2011","E00175070","E00175070","Total",88,0,16,64,8,0,0
"2011","E00175079","E00175079","Total",125,0,50,70,5,0,0
"2011","E00175080","E00175080","Total",70,1,3,53,7,4,2
"2011","E00017834","E00017834","Total",72,0,7,12,34,14,5
"2011","E00017838","E00017838","Total",151,2,33,31,59,24,2
"2011","E00017841","E00017841","Total",111,0,10,6,71,19,5
"2011","E00175069","E00175069","Total",132,1,10,13,82,22,4
"2011","E00175082","E00175082","Total",131,0,15,23,72,18,3
"2011","E00017836","E00017836","Total",131,0,11,12,92,14,2
"2011","E00017837","E00017837","Total",126,1,5,14,76,28,2
"2011","E00017842","E00017842","Total",103,1,8,6,71,13,4
"2011","E00017848","E00017848","Total",108,0,6,10,68,19,5
"2011","E00017840","E00017840","Total",128,0,6,16,80,17,9
"2011","E00017843","E00017843","Total",106,0,14,28,29,27,8
"2011","E00017846","E00017846","Total",124,1,24,26,51,18,4
"2011","E00017852","E00017852","Total",158,2,38,23,57,28,10
"2011","E00017839","E00017839","Total",125,0,7,19,59,29,11
"2011","E00017844","E00017844","Total",147,0,14,26,57,43,7
"2011","E00017845","E00017845","Total",121,1,29,7,47,26,11
"2011","E00017850","E00017850","Total",120,1,13,13,60,21,12
"2011","E00017854","E00017854","Total",88,0,20,26,25,12,5
"2011","E00017855","E00017855","Total",150,0,32,43,56,15,4
"2011","E00017856","E00017856","Total",155,0,20,32,86,13,4
"2011","E00175059","E00175059","Total",143,2,17,17,80,21,6
"2011","E00175064","E00175064","Total",107,0,18,17,62,8,2
"2011","E00017847","E00017847","Total",103,1,5,29,51,13,4
"2011","E00017849","E00017849","Total",137,0,37,10,67,19,4
"2011","E00017851","E00017851","Total",123,0,27,28,48,17,3
"2011","E00017853","E00017853","Total",119,1,17,9,59,21,12
"2011","E00017985","E00017985","Total",103,0,3,11,68,14,7
"2011","E00017988","E00017988","Total",110,1,3,14,71,17,4
"2011","E00017989","E00017989","Total",128,0,6,21,82,17,2
"2011","E00017992","E00017992","Total",107,0,11,17,59,18,2
"2011","E00017993","E00017993","Total",133,0,20,20,69,16,8
"2011","E00017994","E00017994","Total",118,0,2,43,57,14,2
"2011","E00017996","E00017996","Total",116,0,17,33,61,4,1
"2011","E00175052","E00175052","Total",106,0,20,33,44,8,1
"2011","E00175065","E00175065","Total",65,0,8,11,33,10,3
"2011","E00018111","E00018111","Total",121,1,18,14,67,17,4
"2011","E00018113","E00018113","Total",132,0,28,20,76,7,1
"2011","E00018115","E00018115","Total",98,1,27,15,48,5,2
"2011","E00018116","E00018116","Total",103,0,5,11,77,10,0
"2011","E00018085","E00018085","Total",121,1,37,20,47,15,1
"2011","E00018086","E00018086","Total",144,1,6,26,85,21,5
"2011","E00018087","E00018087","Total",109,2,17,38,38,12,2
"2011","E00018114","E00018114","Total",138,0,16,22,85,10,5
"2011","E00018222","E00018222","Total",115,0,31,33,46,3,2
"2011","E00018223","E00018223","Total",141,1,61,50,24,1,4
"2011","E00018224","E00018224","Total",115,0,68,29,15,1,2
"2011","E00018257","E00018257","Total",147,0,42,35,44,17,9
"2011","E00018259","E00018259","Total",140,2,40,42,45,7,4
"2011","E00018225","E00018225","Total",126,0,31,52,39,4,0
"2011","E00018226","E00018226","Total",134,0,23,21,73,15,2
"2011","E00018227","E00018227","Total",127,1,26,31,59,8,2
"2011","E00174985","E00174985","Total",109,0,47,58,3,0,1
"2011","E00174988","E00174988","Total",106,0,28,42,28,5,3
"2011","E00174989","E00174989","Total",125,0,33,38,48,6,0
"2011","E00174991","E00174991","Total",125,1,28,75,14,3,4
"2011","E00175060","E00175060","Total",151,0,48,78,16,5,4
"2011","E00175063","E00175063","Total",100,2,33,56,9,0,0
"2011","E00018218","E00018218","Total",115,0,9,74,22,8,2
"2011","E00018231","E00018231","Total",120,0,8,76,26,2,8
"2011","E00018233","E00018233","Total",149,0,67,42,16,7,17
"2011","E00018235","E00018235","Total",127,0,4,100,22,1,0
"2011","E00018236","E00018236","Total",96,0,1,79,14,2,0
"2011","E00018238","E00018238","Total",136,0,21,80,28,6,1
"2011","E00018242","E00018242","Total",80,0,4,70,5,1,0
"2011","E00018230","E00018230","Total",145,0,43,91,10,0,1
"2011","E00018237","E00018237","Total",114,1,29,69,11,4,0
"2011","E00018239","E00018239","Total",125,0,66,32,16,11,0
"2011","E00018240","E00018240","Total",209,11,180,14,3,0,1
"2011","E00018241","E00018241","Total",106,1,41,49,11,4,0
"2011","E00175020","E00175020","Total",137,0,28,69,30,5,5
"2011","E00175021","E00175021","Total",117,1,17,83,15,1,0
"2011","E00175023","E00175023","Total",134,0,43,85,6,0,0
"2011","E00018221","E00018221","Total",170,0,57,38,46,20,9
"2011","E00018251","E00018251","Total",105,0,20,32,42,9,2
"2011","E00018252","E00018252","Total",126,0,25,27,59,11,4
"2011","E00018254","E00018254","Total",109,1,28,36,35,8,1
"2011","E00018260","E00018260","Total",133,2,44,61,23,2,1
"2011","E00174987","E00174987","Total",98,0,54,36,7,1,0
"2011","E00175067","E00175067","Total",134,1,33,97,3,0,0
"2011","E00175068","E00175068","Total",135,0,55,65,11,1,3
"2011","E00175074","E00175074","Total",129,1,53,72,2,1,0
"2011","E00175078","E00175078","Total",107,0,48,53,5,1,0
"2011","E00174990","E00174990","Total",191,0,68,113,9,1,0
"2011","E00175037","E00175037","Total",142,0,54,67,21,0,0
"2011","E00175073","E00175073","Total",162,0,78,77,6,1,0
"2011","E00175077","E00175077","Total",42,1,3,22,12,2,2
"2011","E00175081","E00175081","Total",81,2,26,40,12,1,0
"2011","E00018232","E00018232","Total",80,0,4,48,27,1,0
"2011","E00018244","E00018244","Total",50,0,36,13,1,0,0
"2011","E00018246","E00018246","Total",61,0,26,6,25,4,0
"2011","E00018253","E00018253","Total",144,0,32,28,57,24,3
"2011","E00018255","E00018255","Total",116,0,17,52,34,8,5
"2011","E00175022","E00175022","Total",61,1,22,35,3,0,0
"2011","E00175024","E00175024","Total",74,1,35,37,0,1,0
"2011","E00175025","E00175025","Total",128,0,41,85,2,0,0
"2011","E00175026","E00175026","Total",109,0,26,57,11,7,8
"2011","E00175033","E00175033","Total",126,0,29,37,45,13,2
"2011","E00175034","E00175034","Total",110,0,37,55,16,2,0
"2011","E00175035","E00175035","Total",146,0,22,30,74,16,4
"2011","E00018220","E00018220","Total",143,0,57,45,28,13,0
"2011","E00018243","E00018243","Total",180,1,24,59,87,7,2
"2011","E00018250","E00018250","Total",116,2,60,39,11,4,0
"2011","E00175053","E00175053","Total",81,0,32,47,0,0,2
"2011","E00175054","E00175054","Total",77,0,42,14,13,1,7
"2011","E00017982","E00017982","Total",142,0,24,11,82,20,5
"2011","E00017991","E00017991","Total",127,2,28,22,59,13,3
"2011","E00017995","E00017995","Total",152,0,12,19,92,23,6
"2011","E00017997","E00017997","Total",155,1,37,51,51,13,2
"2011","E00017999","E00017999","Total",155,1,8,49,82,10,5
"2011","E00018000","E00018000","Total",148,0,15,34,81,15,3
"2011","E00018001","E00018001","Total",154,1,22,35,65,29,2
"2011","E00174980","E00174980","Total",114,1,21,44,25,16,7
"2011","E00175036","E00175036","Total",101,0,25,65,10,1,0
"2011","E00017983","E00017983","Total",135,0,16,26,75,15,3
"2011","E00018003","E00018003","Total",112,0,23,27,45,12,5
"2011","E00018004","E00018004","Total",127,1,15,24,70,11,6
"2011","E00018007","E00018007","Total",122,1,37,27,49,7,1
"2011","E00018005","E00018005","Total",104,1,9,13,54,19,8
"2011","E00018006","E00018006","Total",146,2,38,55,48,3,0
"2011","E00018008","E00018008","Total",133,0,25,30,62,13,3
"2011","E00018009","E00018009","Total",124,0,43,55,21,5,0
"2011","E00018262","E00018262","Total",116,0,23,34,48,10,1
"2011","E00018282","E00018282","Total",101,0,9,47,30,13,2
"2011","E00018283","E00018283","Total",89,0,16,26,38,8,1
"2011","E00018284","E00018284","Total",72,0,9,12,23,17,11
"2011","E00018286","E00018286","Total",106,0,7,29,52,17,1
"2011","E00018263","E00018263","Total",147,0,20,23,85,18,1
"2011","E00018285","E00018285","Total",88,0,5,12,52,14,5
"2011","E00175041","E00175041","Total",140,2,16,14,75,22,11
"2011","E00175075","E00175075","Total",45,0,5,4,29,7,0
"2011","E00018287","E00018287","Total",133,0,25,23,53,24,8
"2011","E00018288","E00018288","Total",105,0,7,8,62,22,6
"2011","E00018291","E00018291","Total",106,1,7,8,61,21,8
"2011","E00018294","E00018294","Total",88,0,18,13,52,2,3
"2011","E00018267","E00018267","Total",82,0,4,11,50,15,2
"2011","E00018289","E00018289","Total",91,0,1,11,63,11,5
"2011","E00018293","E00018293","Total",116,2,6,8,87,8,5
"2011","E00018295","E00018295","Total",131,1,6,29,76,12,7
"2011","E00018264","E00018264","Total",137,3,39,70,22,0,3
"2011","E00018269","E00018269","Total",121,1,19,22,59,16,4
"2011","E00018290","E00018290","Total",121,0,8,20,79,12,2
"2011","E00018292","E00018292","Total",102,0,37,38,23,4,0
"2011","E00017944","E00017944","Total",145,0,49,26,44,15,11
"2011","E00017969","E00017969","Total",102,0,7,21,51,13,10
"2011","E00017971","E00017971","Total",173,0,46,61,33,14,19
"2011","E00017976","E00017976","Total",124,2,30,37,38,13,4
"2011","E00018130","E00018130","Total",110,1,16,52,25,12,4
"2011","E00018131","E00018131","Total",110,2,17,50,18,18,5
"2011","E00018133","E00018133","Total",142,0,26,25,64,15,12
"2011","E00018134","E00018134","Total",72,0,7,8,47,10,0
"2011","E00018135","E00018135","Total",143,1,41,48,24,21,8
"2011","E00018132","E00018132","Total",68,0,21,15,14,9,9
"2011","E00018136","E00018136","Total",136,0,25,25,58,18,10
"2011","E00018137","E00018137","Total",134,0,47,17,40,17,13
"2011","E00018138","E00018138","Total",137,0,38,27,30,30,12
